Model,Epochs,Embedding Size,Threshold,Random Seed,Train Loss,Val Loss,Correct Normal Predictions,Correct Anomaly Predictions,Total Time (s),AUC Score
FF,50,64,26,1430935717,11.31629411735058,11.430678872757307,212,219,163.34,0.9927024040366131
FF,50,64,26,1430935717,11.740194613392532,13.167719122481673,209,218,163.36,0.9876149371364235
FF,50,64,26,1430935717,13.365382427075657,13.223253840180837,209,219,162.91,0.9928900565042429
FF,50,64,26,1430935717,13.2596958082369,14.048414652750372,212,218,162.98,0.9948708325514479
FF,50,64,26,1430935717,11.985090245550941,12.712617149091747,212,217,163.25,0.9923896499238964
FF,50,64,26,1430935717,12.510696572384878,13.418405781053517,214,219,163.85,0.9950793352932591
FF,50,64,26,1430935717,13.044973346697905,13.99475007732165,206,218,163.0,0.9925356018431644
FF,50,64,26,1430935717,11.122624073620527,12.782788927696611,205,216,162.99,0.9807968974792017
FF,50,64,26,1430935717,12.111376087783759,11.808305803499266,214,217,163.35,0.9919309438919123
FF,50,64,26,1430935717,11.355566886777313,11.423760975876899,211,218,163.68,0.9866141239757305
FF,50,64,26,1430935717,11.877646904037826,12.186753514694841,209,219,164.18,0.9856550113633995
FF,50,64,26,1430935717,11.977686228169784,12.492059775139099,212,219,164.28,0.9908884301828569
FF,50,64,26,1430935717,12.454664164423606,12.987613471131347,206,218,163.84,0.9850503534121474
FF,50,64,26,1430935717,10.833555062227507,10.533316165889234,215,215,164.78,0.987135380830258
FF,50,64,26,1430935717,13.25749265739198,14.275941927139073,212,219,164.12,0.9923270991013532
FF,50,64,26,1430935717,11.334476995256724,12.342767005641711,211,217,164.49,0.9900127186672505
FF,50,64,26,1430935717,11.873815457122262,12.386258721895958,207,216,164.05,0.9842163424449031
FF,50,64,26,1430935717,11.259350521052282,11.483419305113353,211,219,163.53,0.9912220345697547
FF,50,64,26,1430935717,11.908889804910816,11.137526655850346,207,217,164.11,0.9882821459102187
FF,50,64,26,1430935717,13.33804781059256,13.364360630784406,207,219,164.11,0.9938700193907549
FF,50,64,26,1430935717,10.741715338382928,11.646235892761787,213,216,163.19,0.9913054356664791
FF,50,64,26,1430935717,11.678257252986466,13.308585025404142,210,219,163.64,0.9874689852171555
FF,50,64,26,1430935717,12.576286069907665,12.67463616584534,203,219,162.98,0.9911594837472112
FF,50,64,26,1430935717,11.863867362051998,11.993428280364434,210,216,163.23,0.9900961197639749
FF,50,64,26,1430935717,11.779978603953461,12.516256852781392,210,219,163.04,0.9884489481036675
FF,50,64,26,1430935717,11.133818686561016,12.025020207444282,208,215,163.43,0.9864681720564624
FF,50,64,26,1430935717,13.132454010903091,13.896286047756943,207,219,162.43,0.9840286899772733
FF,50,64,26,1430935717,11.831289399011343,12.289962881776296,214,217,163.02,0.9895957131836285
FF,50,64,26,1430935717,11.783230748305346,13.869922936234845,207,219,161.84,0.9945997789870936
FF,50,64,26,1430935717,11.936700159962356,12.03387943903605,213,219,161.88,0.9900961197639749
FF,50,64,26,1430935717,12.514265278182362,13.55425845106987,215,219,162.37,0.9913679864890224
RAE,50,64,26,673800628,16.02240031075929,15.401343149681614,203,217,410.67,0.983611684493651
RAE,50,64,26,673800628,11.812220129837964,11.89318286773821,213,219,406.3,0.9904088738766914
RAE,50,64,26,673800628,12.053109996600384,12.348279881150756,209,216,406.65,0.9764600404495318
RAE,50,64,26,673800628,14.287170320977514,13.553722557956226,205,219,402.67,0.9856341610892184
RAE,50,64,26,673800628,15.062297940206163,15.74703545766334,208,218,403.2,0.9947248806321802
RAE,50,64,26,673800628,14.212218775282171,13.739153078157608,209,218,407.24,0.9946831800838182
RAE,50,64,26,673800628,12.746150929136942,17.628228285541272,207,217,404.71,0.9860303162986593
RAE,50,64,26,673800628,12.697659632411035,11.805256586640937,209,217,404.87,0.9924730510206209
RAE,50,64,26,673800628,13.812729063652927,13.037272296539724,202,217,410.52,0.9856967119117616
RAE,50,64,26,673800628,13.257849010235358,14.376525251832726,202,219,414.17,0.9894289109901794
RAE,50,64,26,673800628,14.343403296526379,15.256723112167288,201,219,412.05,0.9864056212339193
RAE,50,64,26,673800628,12.864177752675092,12.415915600241046,207,216,412.7,0.9900127186672505
RAE,50,64,26,673800628,12.364878501876714,12.63086335735234,208,218,412.36,0.9868643272659037
RAE,50,64,26,673800628,14.897313147579071,13.295034752588839,215,219,415.87,0.9954337899543378
RAE,50,64,26,673800628,12.08501297040891,14.403200336787254,207,218,411.26,0.9863847709597382
RAE,50,64,26,673800628,12.395539156326793,14.08361408590726,201,218,413.63,0.9815266570755404
RAE,50,64,26,673800628,15.160907382880522,14.627592424279479,200,218,410.91,0.9764183399011698
RAE,50,64,26,673800628,13.410093995555185,18.462519619562855,190,218,412.78,0.9868643272659037
RAE,50,64,26,673800628,12.630090857263248,12.001106804364348,212,219,412.45,0.9929943078751485
RAE,50,64,26,673800628,13.762498357996543,14.315560647886093,202,219,410.3,0.9870936802818956
RAE,50,64,26,673800628,11.303428806926108,11.764683993439697,210,219,414.76,0.9904714246992349
RAE,50,64,26,673800628,14.79063573358329,13.690615220701314,209,218,410.82,0.9826317216071391
RAE,50,64,26,673800628,11.940543918348233,10.87463374116105,212,219,412.32,0.9928066554075187
RAE,50,64,26,673800628,12.742220593190684,15.901893770313698,209,216,411.66,0.9874689852171555
RAE,50,64,26,673800628,12.63525183726491,13.31129950257741,212,217,414.64,0.993890869664936
RAE,50,64,26,673800628,12.401908194908255,12.619589324411193,207,217,413.68,0.9842788932674466
RAE,50,64,26,673800628,13.118183066027148,11.845111870874552,210,218,414.28,0.9934113133587708
RAE,50,64,26,673800628,28.591546624862875,23.153130753399573,170,219,411.16,0.9582160505410645
RAE,50,64,26,673800628,12.174095174757909,12.913698703731031,209,218,415.93,0.9913262859406602
RAE,50,64,26,673800628,12.527197000433581,12.436098741069776,212,219,411.43,0.988532349200392
RAE,50,64,26,673800628,11.907286454284927,11.423373459680985,211,218,414.38,0.9857384124601237
RAE,50,64,26,673800628,12.106305624774654,12.378584038721373,210,218,414.45,0.9834657325743833
RAE,50,64,26,673800628,15.37243280349264,15.567808932909683,210,218,412.25,0.986593273701549
RAE,50,64,26,673800628,17.704885711692985,17.252554131425136,197,219,414.35,0.9908050290861323
RAE,50,64,26,673800628,11.994114323423448,12.424868459570897,205,217,413.98,0.9709764183399012
RAE,50,64,26,673800628,15.102589258788239,18.254119193717226,205,219,412.0,0.9944329767936448
RAE,50,64,26,673800628,11.635869433830843,13.276066303253174,202,215,412.04,0.9794624799316112
RAE,50,64,26,673800628,14.510729459541933,17.006751225963576,204,219,412.02,0.9891995579741872
RAE,50,64,26,673800628,12.345690435481043,16.15770228050615,206,215,412.48,0.9896165634578095
RAE,50,64,26,673800628,12.712834115664549,14.21796142456194,206,218,413.09,0.9789620733512647
RAE,50,64,26,673800628,13.073015777298828,12.314503556517161,210,218,411.27,0.9919309438919123
RAE,50,64,26,673800628,48.32013127612568,44.798930764742636,0,219,411.52,0.958904109589041
RAE,50,64,26,673800628,13.311672015422682,15.443620803693658,206,217,412.73,0.9847584495736118
RAE,50,64,26,673800628,11.503667875241483,11.270807636382917,210,219,412.5,0.9862805195888327
RAE,50,64,26,673800628,12.128160883178158,12.801981677747753,214,217,414.13,0.9909301307312193
RAE,50,64,26,673800628,14.134438181057998,15.129996068945758,209,218,415.1,0.9849669523154229
RAE,50,64,26,673800628,13.852341080134744,12.087598787595148,209,219,411.3,0.9857384124601237
RAE,50,64,26,673800628,20.44024644634119,19.204590605818517,180,219,411.17,0.9885949000229354
RAE,50,64,26,673800628,23.103212293142853,20.657783286212243,191,219,413.91,0.9928275056816998
RAE,50,64,26,673800628,13.994991029188164,15.313657797634873,203,218,413.74,0.9935781155522195
